player,Value,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Lucas Digne,€14.8M,"2024-2025 Aston Villa Stats
(Premier League)",fr FRA,DF,31,29.0,26.0,2151.0,0.0,4.0,3.0,0.0,0.8,4.1,21.0,51.0,135.0,0.0,0.17,0.03,0.17,23.1,0.13,0.0,22.7,893.0,75.1,14338.0,88.2,78.7,37.7,34.0,14.0,27.0,17.0,51.0,1422.0,86.0,485.0,434.0,513.0,28.0,58.0,50.0,44.4,652.0,2822.0,21.0,4.0,17.0,15.0,778.0,135.0,60.0,34.0,26.0,23.0,4.0,19.0,25.0,59.0,2.47,5.0,0.21,18.0,13.0,7.0,136.0,95.0,32.0,55.2,N/a,N/a,N/a,N/a
Thomas Partey,€14.7M,"2024-2025 Arsenal Stats
(Premier League)",gh GHA,"MF,DF",31,30.0,26.0,2347.0,4.0,2.0,4.0,0.0,2.0,1.9,30.0,156.0,43.0,0.15,0.08,0.08,0.07,30.4,0.27,0.17,19.5,1405.0,87.4,22401.0,93.2,88.4,67.5,17.0,33.0,33.0,2.0,156.0,1834.0,63.0,381.0,991.0,471.0,27.0,67.0,64.3,28.6,1021.0,5396.0,30.0,3.0,19.0,12.0,1293.0,43.0,79.0,48.0,21.0,22.0,6.0,16.0,30.0,54.0,2.07,12.0,0.46,37.0,26.0,1.0,12.0,112.0,26.0,55.3,N/a,N/a,N/a,N/a
Sammie Szmodics,€14.1M,"2024-2025 Ipswich Town Stats
(Premier League)",ie IRL,"FW,MF",29,19.0,13.0,979.0,4.0,0.0,2.0,0.0,3.4,0.2,16.0,18.0,46.0,0.37,0.0,0.31,0.02,57.1,1.1,0.19,14.0,144.0,74.2,2402.0,87.0,84.4,51.7,4.0,8.0,4.0,1.0,18.0,309.0,17.0,80.0,119.0,116.0,33.0,23.0,33.3,50.0,174.0,989.0,16.0,7.0,24.0,17.0,189.0,46.0,15.0,9.0,11.0,10.0,2.0,8.0,6.0,9.0,0.83,0.0,0.0,9.0,8.0,8.0,13.0,41.0,6.0,35.3,N/a,N/a,N/a,N/a
Matt Doherty,€14M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",ie IRL,DF,33,25.0,21.0,1809.0,2.0,1.0,6.0,0.0,1.0,1.5,29.0,73.0,39.0,0.1,0.05,0.05,0.08,30.0,0.15,0.2,11.4,899.0,81.9,16650.0,89.7,86.3,60.5,11.0,19.0,13.0,1.0,73.0,1307.0,109.0,504.0,645.0,175.0,25.0,21.0,55.0,30.0,692.0,3210.0,29.0,4.0,11.0,5.0,821.0,39.0,35.0,19.0,19.0,24.0,15.0,9.0,21.0,24.0,1.19,3.0,0.15,17.0,11.0,2.0,18.0,91.0,46.0,70.8,N/a,N/a,N/a,N/a
Mark Flekken,€13.9M,"2024-2025 Brentford Stats
(Premier League)",nl NED,GK,31,31.0,31.0,2735.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.01,N/a,0.0,N/a,N/a,1083.0,73.6,31840.0,97.8,97.5,50.2,2.0,0.0,2.0,0.0,0.0,1567.0,1225.0,1521.0,51.0,0.0,0.0,8.0,100.0,0.0,953.0,4797.0,0.0,0.0,3.0,0.0,875.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,7.0,0.23,1.0,0.03,0.0,3.0,0.0,0.0,35.0,4.0,100.0,1.51,74.0,16.1,0.0
Guido Rodríguez,€13.6M,"2024-2025 West Ham United Stats
(Premier League)",ar ARG,MF,31,20.0,14.0,1018.0,0.0,0.0,5.0,0.0,0.2,0.1,2.0,31.0,5.0,0.0,0.0,0.02,0.01,12.5,0.09,0.0,27.8,419.0,84.1,7149.0,87.4,91.4,62.7,3.0,5.0,1.0,0.0,31.0,617.0,42.0,196.0,366.0,56.0,2.0,30.0,66.7,0.0,284.0,988.0,2.0,0.0,2.0,6.0,354.0,5.0,30.0,16.0,7.0,21.0,9.0,12.0,12.0,10.0,0.88,0.0,0.0,15.0,11.0,1.0,4.0,46.0,8.0,53.3,N/a,N/a,N/a,N/a
Stephy Mavididi,€13.2M,"2024-2025 Leicester City Stats
(Premier League)",eng ENG,FW,26,29.0,15.0,1531.0,4.0,1.0,2.0,0.0,1.8,2.5,87.0,57.0,134.0,0.24,0.06,0.11,0.15,26.9,0.41,0.15,16.1,436.0,74.7,5925.0,90.8,67.6,42.9,21.0,39.0,26.0,7.0,57.0,823.0,22.0,124.0,308.0,407.0,58.0,38.0,37.4,49.5,551.0,4151.0,87.0,25.0,38.0,34.0,591.0,134.0,30.0,16.0,15.0,26.0,2.0,24.0,11.0,48.0,2.82,7.0,0.41,16.0,17.0,2.0,68.0,80.0,9.0,37.5,N/a,N/a,N/a,N/a
Adam Smith,€13M,"2024-2025 Bournemouth Stats
(Premier League)",eng ENG,DF,33,19.0,14.0,1146.0,0.0,0.0,5.0,0.0,0.6,0.2,10.0,33.0,19.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,10.2,344.0,75.4,5606.0,86.3,79.8,33.9,5.0,13.0,5.0,2.0,33.0,562.0,31.0,181.0,258.0,127.0,3.0,21.0,33.3,41.7,241.0,935.0,10.0,0.0,10.0,5.0,256.0,19.0,18.0,9.0,12.0,10.0,3.0,7.0,12.0,14.0,1.1,1.0,0.08,13.0,9.0,0.0,23.0,38.0,9.0,42.9,N/a,N/a,N/a,N/a
Jan Bednarek,€13M,"2024-2025 Southampton Stats
(Premier League)",pl POL,DF,29,26.0,26.0,2171.0,2.0,0.0,7.0,0.0,0.7,0.5,4.0,55.0,1.0,0.08,0.0,0.03,0.02,40.0,0.08,0.4,16.0,1419.0,92.4,24983.0,95.3,94.2,76.0,5.0,5.0,0.0,0.0,55.0,1854.0,334.0,974.0,848.0,39.0,15.0,30.0,100.0,0.0,939.0,3388.0,4.0,1.0,9.0,3.0,1187.0,1.0,34.0,18.0,33.0,42.0,31.0,11.0,51.0,15.0,0.62,0.0,0.0,30.0,10.0,0.0,1.0,97.0,66.0,66.7,N/a,N/a,N/a,N/a
Jefferson Lerma,€12.8M,"2024-2025 Crystal Palace Stats
(Premier League)",co COL,"MF,DF",30,26.0,21.0,1811.0,0.0,1.0,6.0,0.0,1.0,1.5,10.0,81.0,24.0,0.0,0.05,0.05,0.07,29.2,0.35,0.0,19.4,708.0,75.7,12387.0,86.8,80.5,47.9,9.0,9.0,15.0,2.0,81.0,1155.0,87.0,367.0,602.0,196.0,24.0,30.0,54.5,27.3,528.0,2053.0,10.0,0.0,10.0,15.0,678.0,24.0,26.0,12.0,36.0,28.0,15.0,13.0,34.0,40.0,1.99,3.0,0.15,29.0,35.0,0.0,7.0,129.0,39.0,52.0,N/a,N/a,N/a,N/a
Emerson Palmieri,€12.7M,"2024-2025 West Ham United Stats
(Premier League)",it ITA,DF,30,27.0,23.0,1851.0,2.0,1.0,5.0,0.0,1.8,1.5,38.0,56.0,72.0,0.1,0.05,0.09,0.07,50.0,0.34,0.14,18.8,747.0,79.1,11003.0,89.1,79.9,43.3,16.0,22.0,11.0,5.0,56.0,1167.0,74.0,378.0,491.0,313.0,24.0,39.0,33.3,56.7,483.0,2644.0,38.0,8.0,22.0,7.0,636.0,72.0,53.0,28.0,18.0,30.0,7.0,23.0,18.0,39.0,1.9,2.0,0.1,21.0,13.0,0.0,59.0,82.0,15.0,45.5,N/a,N/a,N/a,N/a
Paul Onuachu,€12.7M,"2024-2025 Southampton Stats
(Premier League)",ng NGA,FW,30,22.0,10.0,916.0,4.0,1.0,3.0,0.0,3.2,0.5,7.0,12.0,37.0,0.39,0.1,0.32,0.05,46.7,1.38,0.13,10.3,144.0,61.5,2080.0,62.9,62.3,66.7,8.0,4.0,2.0,0.0,12.0,391.0,15.0,41.0,212.0,141.0,57.0,7.0,29.2,54.2,190.0,769.0,7.0,2.0,44.0,33.0,321.0,37.0,7.0,2.0,51.0,6.0,1.0,5.0,1.0,9.0,0.89,1.0,0.1,26.0,14.0,9.0,0.0,17.0,84.0,62.2,N/a,N/a,N/a,N/a
Ben Johnson,€12.6M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,"DF,FW",25,20.0,12.0,1222.0,1.0,2.0,3.0,0.0,1.1,1.3,15.0,25.0,31.0,0.07,0.15,0.08,0.09,42.9,0.22,0.14,12.6,279.0,71.2,4535.0,85.9,75.4,47.9,12.0,11.0,2.0,2.0,25.0,586.0,56.0,226.0,208.0,155.0,12.0,39.0,33.3,57.1,237.0,1397.0,15.0,3.0,22.0,16.0,270.0,31.0,34.0,22.0,17.0,21.0,5.0,16.0,12.0,23.0,1.7,5.0,0.37,24.0,6.0,1.0,34.0,52.0,19.0,52.8,N/a,N/a,N/a,N/a
Alphonse Areola,€11.6M,"2024-2025 West Ham United Stats
(Premier League)",fr FRA,GK,32,21.0,20.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,560.0,69.7,15101.0,99.1,94.8,43.4,0.0,0.0,0.0,0.0,0.0,852.0,688.0,846.0,7.0,0.0,0.0,3.0,N/a,N/a,479.0,1981.0,0.0,0.0,0.0,0.0,441.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,100.0,1.69,62.2,20.0,N/a
Casemiro,€11.6M,"2024-2025 Manchester United Stats
(Premier League)",br BRA,MF,33,21.0,15.0,1271.0,1.0,0.0,3.0,0.0,1.5,2.2,4.0,65.0,26.0,0.07,0.0,0.1,0.16,29.6,0.57,0.04,19.3,637.0,78.7,10614.0,86.3,83.9,60.9,19.0,10.0,19.0,6.0,65.0,1039.0,67.0,309.0,523.0,215.0,37.0,64.0,50.0,50.0,546.0,1680.0,4.0,0.0,10.0,10.0,663.0,26.0,74.0,43.0,17.0,33.0,10.0,23.0,12.0,48.0,3.4,3.0,0.21,15.0,18.0,3.0,19.0,82.0,28.0,62.2,N/a,N/a,N/a,N/a
Nick Pope,€11.5M,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,GK,32,21.0,21.0,1890.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,419.0,70.8,10660.0,99.0,98.1,41.0,0.0,0.0,0.0,0.0,0.0,658.0,528.0,649.0,9.0,0.0,0.0,0.0,N/a,N/a,346.0,1900.0,0.0,0.0,0.0,1.0,231.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.19,0.0,0.0,1.0,3.0,0.0,0.0,15.0,9.0,90.0,1.33,71.0,23.8,0.0
Kepa Arrizabalaga,€11.4M,"2024-2025 Bournemouth Stats
(Premier League)",es ESP,GK,30,24.0,24.0,2160.0,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,567.0,71.5,15640.0,97.8,98.0,46.6,1.0,0.0,0.0,0.0,0.0,843.0,617.0,820.0,22.0,1.0,1.0,1.0,100.0,0.0,488.0,2436.0,0.0,0.0,0.0,0.0,378.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.17,0.0,0.0,2.0,4.0,0.0,0.0,44.0,5.0,83.3,1.37,73.4,20.8,0.0
Álex Moreno,€11.2M,"2024-2025 Nottingham Forest Stats
(Premier League)",es ESP,"DF,MF",31,15.0,11.0,955.0,0.0,1.0,2.0,0.0,0.2,1.3,26.0,34.0,34.0,0.0,0.09,0.02,0.12,0.0,0.0,0.0,23.7,308.0,72.0,4574.0,87.6,64.2,35.0,8.0,16.0,9.0,2.0,34.0,559.0,60.0,210.0,202.0,158.0,8.0,39.0,38.1,38.1,229.0,1470.0,26.0,4.0,13.0,6.0,258.0,34.0,25.0,18.0,11.0,11.0,5.0,6.0,15.0,16.0,1.51,2.0,0.19,12.0,6.0,0.0,19.0,50.0,3.0,21.4,N/a,N/a,N/a,N/a
İlkay Gündoğan,€11M,"2024-2025 Manchester City Stats
(Premier League)",de GER,MF,34,28.0,20.0,1787.0,0.0,4.0,1.0,0.0,2.7,2.6,51.0,107.0,77.0,0.0,0.2,0.13,0.13,17.4,0.2,0.0,18.0,1283.0,89.4,19664.0,94.4,92.7,60.9,34.0,50.0,19.0,2.0,107.0,1587.0,37.0,237.0,766.0,604.0,53.0,23.0,45.2,35.5,940.0,5330.0,51.0,8.0,21.0,20.0,1238.0,77.0,22.0,13.0,8.0,12.0,0.0,12.0,12.0,66.0,3.32,9.0,0.45,14.0,20.0,0.0,56.0,97.0,12.0,60.0,N/a,N/a,N/a,N/a
Christian Nørgaard,€10.8M,"2024-2025 Brentford Stats
(Premier League)",dk DEN,MF,31,28.0,28.0,2279.0,4.0,2.0,5.0,1.0,3.2,0.8,12.0,120.0,34.0,0.16,0.08,0.13,0.03,33.3,0.39,0.13,15.1,945.0,81.8,15591.0,87.2,86.0,59.4,15.0,11.0,21.0,3.0,120.0,1465.0,148.0,507.0,695.0,277.0,48.0,67.0,50.0,33.3,669.0,2572.0,12.0,4.0,28.0,18.0,881.0,34.0,72.0,44.0,29.0,46.0,18.0,28.0,39.0,45.0,1.78,9.0,0.36,36.0,25.0,1.0,13.0,166.0,37.0,56.1,N/a,N/a,N/a,N/a
Arijanet Muric,€10.4M,"2024-2025 Ipswich Town Stats
(Premier League)",xk KVX,GK,26,18.0,18.0,1620.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,454.0,71.7,11705.0,100.0,97.3,40.6,0.0,0.0,0.0,0.0,1.0,689.0,559.0,672.0,18.0,0.0,0.0,2.0,N/a,N/a,405.0,2088.0,0.0,0.0,3.0,1.0,321.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,4.0,0.0,0.0,26.0,11.0,91.7,1.83,70.0,5.6,0.0
Matz Sels,€10.2M,"2024-2025 Nottingham Forest Stats
(Premier League)",be BEL,GK,33,32.0,32.0,2880.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,430.0,50.6,16491.0,100.0,97.6,37.1,1.0,0.0,2.0,0.0,1.0,935.0,712.0,921.0,14.0,0.0,0.0,1.0,N/a,N/a,456.0,2667.0,0.0,0.0,0.0,0.0,364.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.16,0.0,0.0,0.0,10.0,0.0,0.0,9.0,14.0,87.5,1.19,74.5,40.6,0.0
Flynn Downes,€9.6M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,MF,26,21.0,19.0,1611.0,1.0,0.0,10.0,0.0,0.6,0.9,21.0,55.0,26.0,0.06,0.0,0.03,0.05,33.3,0.17,0.11,17.6,782.0,89.9,11569.0,92.9,92.4,66.7,12.0,17.0,9.0,0.0,55.0,1048.0,71.0,315.0,560.0,179.0,19.0,31.0,30.8,53.8,494.0,2677.0,21.0,4.0,12.0,16.0,745.0,26.0,40.0,21.0,11.0,20.0,4.0,16.0,29.0,25.0,1.4,2.0,0.11,43.0,30.0,0.0,2.0,63.0,11.0,50.0,N/a,N/a,N/a,N/a
Jack Hinshelwood,€9.2M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",eng ENG,"DF,MF",20,20.0,18.0,1505.0,2.0,0.0,4.0,0.0,1.4,0.9,16.0,55.0,41.0,0.12,0.0,0.08,0.05,41.7,0.3,0.17,13.6,706.0,83.0,10776.0,92.0,83.7,52.1,11.0,16.0,8.0,2.0,55.0,984.0,46.0,281.0,454.0,254.0,24.0,22.0,11.1,77.8,456.0,1965.0,16.0,1.0,16.0,2.0,600.0,41.0,23.0,16.0,12.0,7.0,3.0,4.0,14.0,28.0,1.68,2.0,0.12,13.0,5.0,0.0,26.0,49.0,18.0,60.0,N/a,N/a,N/a,N/a
José Sá,€8.6M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",pt POR,GK,32,25.0,25.0,2250.0,0.0,0.0,2.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.01,N/a,0.0,N/a,N/a,482.0,62.4,12711.0,99.0,97.1,30.0,2.0,0.0,1.0,0.0,2.0,829.0,658.0,821.0,9.0,0.0,0.0,2.0,100.0,0.0,509.0,3070.0,0.0,0.0,1.0,0.0,402.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.16,0.0,0.0,3.0,8.0,0.0,0.0,29.0,8.0,100.0,1.76,61.5,24.0,20.0
Dan Burn,€8.4M,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,DF,32,30.0,30.0,2700.0,0.0,0.0,8.0,0.0,1.3,0.6,6.0,47.0,6.0,0.0,0.0,0.04,0.02,23.5,0.13,0.0,10.4,1397.0,89.2,25169.0,91.4,94.7,61.4,6.0,4.0,6.0,0.0,47.0,1878.0,314.0,1081.0,713.0,88.0,41.0,31.0,100.0,0.0,1065.0,4824.0,6.0,1.0,20.0,3.0,1247.0,6.0,32.0,18.0,59.0,31.0,22.0,9.0,23.0,17.0,0.57,3.0,0.1,25.0,11.0,4.0,2.0,83.0,115.0,66.1,N/a,N/a,N/a,N/a
Rodrigo Muniz,€8.4M,"2024-2025 Fulham Stats
(Premier League)",br BRA,FW,23,30.0,7.0,908.0,8.0,1.0,1.0,0.0,5.5,0.7,5.0,26.0,31.0,0.79,0.1,0.55,0.07,47.2,1.69,0.22,12.0,89.0,65.0,1490.0,67.7,69.8,84.6,7.0,4.0,3.0,0.0,26.0,301.0,12.0,25.0,157.0,123.0,52.0,4.0,33.3,50.0,154.0,628.0,5.0,2.0,47.0,24.0,230.0,31.0,10.0,5.0,63.0,9.0,2.0,7.0,5.0,14.0,1.39,2.0,0.2,11.0,28.0,3.0,1.0,12.0,64.0,50.4,N/a,N/a,N/a,N/a
Nélson Semedo,€8.3M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",pt POR,DF,31,28.0,27.0,2415.0,0.0,4.0,7.0,0.0,0.7,2.6,60.0,64.0,100.0,0.0,0.15,0.03,0.1,42.9,0.22,0.0,23.8,895.0,79.9,13732.0,90.9,82.6,45.9,19.0,35.0,22.0,9.0,64.0,1426.0,112.0,414.0,648.0,382.0,23.0,49.0,44.8,41.4,725.0,4269.0,60.0,9.0,34.0,17.0,811.0,100.0,54.0,30.0,39.0,27.0,10.0,17.0,21.0,48.0,1.79,6.0,0.22,42.0,26.0,3.0,53.0,109.0,27.0,40.9,N/a,N/a,N/a,N/a
Adama Traoré,€8.2M,"2024-2025 Fulham Stats
(Premier League)",es ESP,"FW,MF",29,29.0,16.0,1482.0,2.0,5.0,2.0,0.0,3.8,4.1,80.0,56.0,135.0,0.12,0.3,0.23,0.25,31.4,0.67,0.06,14.3,355.0,71.9,5579.0,80.4,74.1,56.8,32.0,39.0,26.0,14.0,56.0,676.0,2.0,71.0,242.0,383.0,82.0,13.0,48.2,38.6,461.0,3815.0,80.0,32.0,30.0,18.0,520.0,135.0,15.0,10.0,22.0,6.0,0.0,6.0,1.0,66.0,4.01,8.0,0.49,19.0,29.0,1.0,82.0,72.0,23.0,51.1,N/a,N/a,N/a,N/a
Joe Aribo,€8M,"2024-2025 Southampton Stats
(Premier League)",ng NGA,"MF,DF",28,30.0,20.0,1909.0,3.0,0.0,1.0,0.0,2.7,1.6,35.0,71.0,64.0,0.14,0.0,0.13,0.07,41.2,0.33,0.18,14.0,878.0,88.5,13041.0,91.3,90.9,68.9,16.0,28.0,4.0,1.0,71.0,1203.0,46.0,288.0,632.0,294.0,44.0,34.0,39.1,47.8,708.0,3880.0,35.0,12.0,25.0,16.0,879.0,64.0,44.0,30.0,21.0,24.0,9.0,15.0,20.0,37.0,1.75,1.0,0.05,20.0,28.0,1.0,10.0,110.0,25.0,54.3,N/a,N/a,N/a,N/a
Chris Wood,€7.9M,"2024-2025 Nottingham Forest Stats
(Premier League)",nz NZL,FW,33,30.0,29.0,2434.0,18.0,3.0,1.0,0.0,11.0,2.0,13.0,33.0,74.0,0.67,0.11,0.41,0.07,58.0,1.07,0.3,14.6,265.0,66.6,3643.0,70.7,68.9,68.4,16.0,9.0,8.0,1.0,33.0,617.0,31.0,72.0,297.0,250.0,78.0,8.0,40.0,50.0,307.0,1096.0,13.0,5.0,62.0,22.0,461.0,74.0,4.0,4.0,117.0,11.0,7.0,4.0,4.0,38.0,1.41,5.0,0.18,22.0,20.0,22.0,1.0,38.0,78.0,40.0,N/a,N/a,N/a,N/a
Jack Stephens,€7.6M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,DF,31,14.0,12.0,984.0,0.0,0.0,2.0,2.0,0.3,0.1,11.0,45.0,1.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,7.9,669.0,92.0,11609.0,92.6,95.2,79.1,2.0,10.0,5.0,0.0,45.0,822.0,91.0,345.0,403.0,78.0,6.0,20.0,0.0,100.0,462.0,2145.0,11.0,1.0,1.0,2.0,590.0,1.0,26.0,15.0,6.0,9.0,7.0,2.0,10.0,11.0,1.01,0.0,0.0,9.0,3.0,1.0,0.0,34.0,4.0,40.0,N/a,N/a,N/a,N/a
Luke Woolfenden,€7.6M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,26,13.0,10.0,1007.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,437.0,87.9,8028.0,96.4,93.7,52.3,0.0,3.0,0.0,0.0,15.0,608.0,126.0,345.0,254.0,9.0,3.0,5.0,N/a,N/a,331.0,1900.0,7.0,0.0,4.0,0.0,389.0,0.0,9.0,6.0,11.0,17.0,11.0,6.0,18.0,2.0,0.18,0.0,0.0,5.0,2.0,1.0,0.0,33.0,15.0,57.7,N/a,N/a,N/a,N/a
Fabian Schär,€7.5M,"2024-2025 Newcastle United Stats
(Premier League)",ch SUI,DF,33,27.0,26.0,2322.0,2.0,0.0,6.0,1.0,1.7,0.3,13.0,79.0,17.0,0.08,0.0,0.06,0.01,29.2,0.27,0.08,21.2,1284.0,83.1,25608.0,92.3,92.3,50.2,3.0,21.0,9.0,0.0,79.0,1806.0,216.0,953.0,752.0,111.0,28.0,30.0,63.6,18.2,1133.0,5080.0,13.0,2.0,11.0,6.0,1245.0,17.0,29.0,19.0,54.0,34.0,22.0,12.0,38.0,25.0,0.97,3.0,0.12,27.0,9.0,3.0,9.0,112.0,36.0,40.0,N/a,N/a,N/a,N/a
Kieran Trippier,€7.1M,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,DF,34,20.0,10.0,949.0,0.0,0.0,1.0,0.0,0.1,0.7,18.0,61.0,32.0,0.0,0.0,0.01,0.06,0.0,0.0,0.0,22.2,715.0,81.8,12139.0,94.4,84.9,44.3,13.0,9.0,7.0,1.0,61.0,970.0,38.0,302.0,420.0,256.0,9.0,28.0,57.1,42.9,444.0,1710.0,18.0,3.0,7.0,4.0,593.0,32.0,27.0,16.0,9.0,5.0,1.0,4.0,11.0,35.0,3.32,1.0,0.09,13.0,7.0,2.0,53.0,50.0,16.0,64.0,N/a,N/a,N/a,N/a
Lewis Dunk,€7.1M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",eng ENG,DF,33,22.0,20.0,1813.0,0.0,0.0,5.0,0.0,0.7,0.5,20.0,134.0,3.0,0.0,0.0,0.03,0.03,20.0,0.1,0.0,13.4,1606.0,90.8,30025.0,96.7,95.0,62.6,6.0,16.0,5.0,0.0,134.0,1908.0,230.0,906.0,918.0,94.0,17.0,17.0,0.0,100.0,1198.0,5604.0,20.0,0.0,6.0,3.0,1406.0,3.0,16.0,9.0,28.0,22.0,15.0,7.0,12.0,16.0,0.79,3.0,0.15,7.0,8.0,2.0,4.0,94.0,44.0,61.1,N/a,N/a,N/a,N/a
Adam Armstrong,€6.9M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,"FW,MF",28,20.0,15.0,1248.0,2.0,2.0,4.0,0.0,3.3,1.2,25.0,21.0,79.0,0.14,0.14,0.24,0.09,28.0,0.5,0.08,16.6,231.0,80.2,3320.0,87.3,85.3,46.2,9.0,13.0,8.0,2.0,21.0,377.0,11.0,44.0,143.0,192.0,49.0,14.0,42.9,57.1,235.0,1324.0,25.0,6.0,11.0,18.0,286.0,79.0,12.0,3.0,9.0,6.0,1.0,5.0,3.0,19.0,1.37,4.0,0.29,12.0,5.0,9.0,14.0,23.0,5.0,35.7,N/a,N/a,N/a,N/a
Danny Welbeck,€5.9M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",eng ENG,FW,34,25.0,19.0,1686.0,8.0,4.0,3.0,0.0,7.8,1.0,17.0,36.0,71.0,0.43,0.21,0.42,0.05,38.0,1.01,0.16,15.4,312.0,83.2,3657.0,84.9,87.7,100.0,16.0,19.0,11.0,0.0,36.0,569.0,12.0,44.0,248.0,281.0,78.0,15.0,35.5,54.8,334.0,1521.0,17.0,6.0,42.0,22.0,417.0,71.0,21.0,12.0,21.0,15.0,1.0,14.0,5.0,40.0,2.14,6.0,0.32,9.0,20.0,2.0,3.0,34.0,15.0,41.7,N/a,N/a,N/a,N/a
Joël Veltman,€5.9M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",nl NED,DF,33,19.0,19.0,1643.0,0.0,0.0,4.0,0.0,0.5,0.5,29.0,79.0,32.0,0.0,0.0,0.03,0.03,16.7,0.05,0.0,19.7,716.0,80.0,12082.0,89.8,80.6,63.3,6.0,22.0,8.0,5.0,79.0,1097.0,64.0,327.0,540.0,240.0,10.0,51.0,26.7,33.3,524.0,2780.0,29.0,3.0,19.0,7.0,598.0,32.0,42.0,28.0,18.0,22.0,7.0,15.0,18.0,22.0,1.21,1.0,0.05,26.0,42.0,0.0,23.0,67.0,21.0,53.8,N/a,N/a,N/a,N/a
Stefan Ortega,€5.8M,"2024-2025 Manchester City Stats
(Premier League)",de GER,GK,32,11.0,10.0,920.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,324.0,82.9,7306.0,97.8,97.6,54.3,0.0,0.0,0.0,0.0,0.0,420.0,320.0,417.0,3.0,0.0,0.0,1.0,N/a,N/a,272.0,1257.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,100.0,1.66,64.4,20.0,0.0
