player,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Armel Bella Kotchap,"2024-2025 Southampton Stats
(Premier League)",de GER,DF,23,4.0,2.0,331.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,9.1,202.0,90.2,3829.0,98.5,96.7,55.2,0.0,0.0,0.0,0.0,5.0,263.0,33.0,147.0,115.0,3.0,1.0,6.0,0.0,100.0,186.0,936.0,0.0,0.0,1.0,0.0,192.0,0.0,7.0,5.0,5.0,2.0,2.0,0.0,5.0,2.0,0.54,0.0,0.0,3.0,2.0,0.0,0.0,19.0,6.0,54.5,N/a,N/a,N/a,N/a
Ashley Young,"2024-2025 Everton Stats
(Premier League)",eng ENG,"DF,FW",39,27.0,17.0,1586.0,1.0,3.0,6.0,1.0,0.3,1.6,19.0,81.0,25.0,0.06,0.17,0.02,0.09,50.0,0.17,0.17,24.5,591.0,69.7,10908.0,87.6,75.7,40.8,19.0,24.0,17.0,8.0,81.0,1015.0,51.0,311.0,433.0,276.0,9.0,49.0,35.7,50.0,397.0,2047.0,19.0,1.0,8.0,1.0,513.0,25.0,50.0,28.0,10.0,10.0,3.0,7.0,22.0,36.0,2.04,6.0,0.34,24.0,17.0,0.0,63.0,60.0,10.0,50.0,N/a,N/a,N/a,N/a
Axel Disasi,"2024-2025 Chelsea Stats
(Premier League)",fr FRA,DF,27,6.0,4.0,364.0,1.0,0.0,1.0,0.0,0.3,0.1,6.0,16.0,2.0,0.25,0.0,0.07,0.02,50.0,0.25,0.5,12.3,266.0,90.8,4218.0,94.4,92.9,69.2,2.0,3.0,2.0,0.0,16.0,323.0,17.0,110.0,175.0,40.0,2.0,11.0,100.0,0.0,196.0,953.0,6.0,0.0,1.0,3.0,242.0,2.0,7.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,0.49,0.0,0.0,2.0,0.0,0.0,0.0,15.0,5.0,71.4,N/a,N/a,N/a,N/a
Axel Disasi,"2024-2025 Aston Villa Stats
(Premier League)",fr FRA,DF,27,6.0,5.0,460.0,0.0,0.0,2.0,0.0,0.1,0.4,10.0,15.0,5.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,19.5,238.0,87.5,4012.0,94.3,90.8,53.3,3.0,8.0,3.0,0.0,15.0,324.0,32.0,125.0,174.0,28.0,6.0,3.0,60.0,40.0,204.0,1250.0,10.0,2.0,3.0,2.0,219.0,5.0,6.0,4.0,6.0,4.0,1.0,3.0,5.0,9.0,1.76,0.0,0.0,2.0,2.0,2.0,1.0,15.0,8.0,57.1,N/a,N/a,N/a,N/a
Axel Tuanzebe,"2024-2025 Ipswich Town Stats
(Premier League)",cd COD,DF,27,17.0,16.0,1355.0,0.0,1.0,5.0,1.0,0.2,0.3,8.0,45.0,8.0,0.0,0.07,0.01,0.02,0.0,0.0,0.0,15.7,511.0,83.0,7878.0,90.8,82.0,57.5,4.0,6.0,2.0,0.0,45.0,749.0,75.0,318.0,336.0,101.0,6.0,24.0,40.0,60.0,322.0,1446.0,8.0,1.0,11.0,1.0,392.0,8.0,28.0,16.0,16.0,13.0,6.0,7.0,21.0,11.0,0.73,2.0,0.13,12.0,11.0,0.0,6.0,41.0,12.0,42.9,N/a,N/a,N/a,N/a
Ayden Heaven,"2024-2025 Manchester United Stats
(Premier League)",eng ENG,DF,18,2.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,40.0,81.6,695.0,82.4,88.9,33.3,0.0,1.0,0.0,0.0,2.0,67.0,21.0,42.0,23.0,3.0,1.0,2.0,100.0,0.0,42.0,245.0,1.0,0.0,2.0,1.0,40.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,1.89,0.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,33.3,N/a,N/a,N/a,N/a
Bart Verbruggen,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",nl NED,GK,22,30.0,30.0,2700.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,N/a,0.0,N/a,N/a,871.0,78.3,20436.0,99.2,98.1,46.9,1.0,1.0,1.0,0.0,2.0,1186.0,944.0,1173.0,13.0,0.0,0.0,2.0,100.0,0.0,797.0,2902.0,0.0,1.0,2.0,0.0,766.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.17,1.0,0.03,0.0,2.0,0.0,0.0,53.0,10.0,90.9,1.6,64.7,20.0,0.0
Ben Brereton,"2024-2025 Southampton Stats
(Premier League)",cl CHI,FW,25,10.0,4.0,449.0,0.0,0.0,1.0,0.0,0.9,0.1,12.0,9.0,42.0,0.0,0.0,0.18,0.02,9.1,0.2,0.0,17.3,128.0,77.1,1836.0,87.4,67.9,63.6,3.0,13.0,2.0,1.0,9.0,206.0,4.0,19.0,76.0,112.0,20.0,9.0,25.0,50.0,136.0,791.0,12.0,4.0,9.0,4.0,171.0,42.0,3.0,2.0,7.0,2.0,1.0,1.0,0.0,9.0,1.8,0.0,0.0,4.0,8.0,1.0,5.0,16.0,9.0,56.3,N/a,N/a,N/a,N/a
Ben Chilwell,"2024-2025 Crystal Palace Stats
(Premier League)",eng ENG,DF,28,6.0,0.0,139.0,0.0,0.0,1.0,0.0,0.1,0.2,2.0,3.0,10.0,0.0,0.0,0.05,0.13,50.0,0.65,0.0,27.6,45.0,65.2,618.0,83.9,64.0,11.1,2.0,1.0,2.0,0.0,3.0,98.0,6.0,35.0,43.0,25.0,1.0,3.0,40.0,40.0,39.0,203.0,2.0,0.0,2.0,2.0,42.0,10.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,3.0,1.93,0.0,0.0,2.0,2.0,2.0,3.0,12.0,3.0,50.0,N/a,N/a,N/a,N/a
Ben Davies,"2024-2025 Tottenham Hotspur Stats
(Premier League)",wls WAL,DF,31,11.0,10.0,901.0,0.0,0.0,3.0,0.0,0.3,0.2,7.0,43.0,5.0,0.0,0.0,0.03,0.02,25.0,0.1,0.0,12.9,662.0,90.1,12311.0,93.2,95.0,70.0,2.0,5.0,1.0,0.0,43.0,848.0,147.0,444.0,369.0,35.0,11.0,12.0,100.0,0.0,492.0,2387.0,7.0,0.0,4.0,0.0,577.0,5.0,10.0,6.0,33.0,18.0,11.0,7.0,10.0,4.0,0.4,0.0,0.0,11.0,3.0,0.0,2.0,30.0,39.0,54.2,N/a,N/a,N/a,N/a
Ben Godfrey,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,27,2.0,2.0,108.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,46.0,83.6,632.0,90.9,88.2,N/a,0.0,2.0,1.0,0.0,4.0,63.0,3.0,22.0,32.0,9.0,1.0,0.0,N/a,N/a,33.0,202.0,2.0,0.0,2.0,1.0,40.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.83,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,100.0,N/a,N/a,N/a,N/a
Ben Johnson,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,"DF,FW",25,20.0,12.0,1222.0,1.0,2.0,3.0,0.0,1.1,1.3,15.0,25.0,31.0,0.07,0.15,0.08,0.09,42.9,0.22,0.14,12.6,279.0,71.2,4535.0,85.9,75.4,47.9,12.0,11.0,2.0,2.0,25.0,586.0,56.0,226.0,208.0,155.0,12.0,39.0,33.3,57.1,237.0,1397.0,15.0,3.0,22.0,16.0,270.0,31.0,34.0,22.0,17.0,21.0,5.0,16.0,12.0,23.0,1.7,5.0,0.37,24.0,6.0,1.0,34.0,52.0,19.0,52.8,N/a,N/a,N/a,N/a
Ben Mee,"2024-2025 Brentford Stats
(Premier League)",eng ENG,DF,35,7.0,2.0,183.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,93.0,77.5,1751.0,89.5,85.0,40.0,0.0,1.0,0.0,0.0,11.0,138.0,18.0,66.0,62.0,11.0,3.0,1.0,N/a,N/a,78.0,404.0,3.0,1.0,0.0,0.0,86.0,2.0,2.0,2.0,5.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,5.0,50.0,N/a,N/a,N/a,N/a
Ben White,"2024-2025 Arsenal Stats
(Premier League)",eng ENG,DF,27,12.0,8.0,766.0,0.0,1.0,2.0,0.0,0.4,0.7,5.0,34.0,19.0,0.0,0.12,0.04,0.08,16.7,0.12,0.0,19.0,335.0,83.3,5565.0,90.8,86.1,48.6,4.0,8.0,7.0,1.0,34.0,478.0,42.0,153.0,215.0,112.0,13.0,22.0,0.0,50.0,217.0,788.0,5.0,1.0,7.0,3.0,281.0,19.0,11.0,7.0,3.0,7.0,6.0,1.0,12.0,10.0,1.17,1.0,0.12,8.0,3.0,1.0,8.0,22.0,11.0,78.6,N/a,N/a,N/a,N/a
Benoît Badiashile,"2024-2025 Chelsea Stats
(Premier League)",fr FRA,DF,24,5.0,3.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,273.0,89.8,4820.0,93.3,93.8,65.6,0.0,5.0,1.0,0.0,17.0,336.0,31.0,138.0,186.0,13.0,0.0,5.0,0.0,100.0,177.0,660.0,3.0,0.0,1.0,0.0,247.0,2.0,9.0,6.0,2.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,18.0,8.0,80.0,N/a,N/a,N/a,N/a
Bernardo Silva,"2024-2025 Manchester City Stats
(Premier League)",pt POR,"MF,FW",30,27.0,23.0,2131.0,2.0,4.0,6.0,0.0,3.0,4.2,84.0,99.0,169.0,0.08,0.17,0.13,0.18,33.3,0.38,0.07,13.0,1163.0,86.5,17580.0,91.6,87.7,66.3,42.0,54.0,27.0,7.0,99.0,1556.0,37.0,270.0,612.0,690.0,125.0,46.0,47.2,41.5,969.0,6251.0,84.0,30.0,18.0,30.0,1145.0,169.0,47.0,30.0,10.0,26.0,6.0,20.0,18.0,76.0,3.21,7.0,0.3,21.0,25.0,3.0,48.0,80.0,4.0,28.6,N/a,N/a,N/a,N/a
Bernd Leno,"2024-2025 Fulham Stats
(Premier League)",de GER,GK,33,31.0,31.0,2790.0,0.0,1.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,N/a,0.0,N/a,N/a,945.0,80.6,23152.0,99.5,98.9,46.3,2.0,0.0,2.0,0.0,0.0,1227.0,972.0,1218.0,9.0,0.0,0.0,2.0,N/a,N/a,809.0,3197.0,0.0,0.0,0.0,0.0,730.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.16,2.0,0.06,0.0,3.0,0.0,0.0,44.0,9.0,100.0,1.35,68.3,16.1,0.0
Beto,"2024-2025 Everton Stats
(Premier League)",gw GNB,FW,27,24.0,10.0,1101.0,6.0,0.0,2.0,0.0,6.1,0.8,12.0,9.0,58.0,0.49,0.0,0.49,0.06,51.5,1.39,0.18,13.3,111.0,57.2,1513.0,68.8,49.2,87.5,8.0,8.0,2.0,0.0,9.0,376.0,20.0,39.0,165.0,177.0,63.0,7.0,53.3,43.3,201.0,1003.0,12.0,9.0,48.0,29.0,272.0,58.0,12.0,6.0,83.0,5.0,1.0,4.0,3.0,17.0,1.39,0.0,0.0,28.0,16.0,12.0,2.0,29.0,69.0,45.4,N/a,N/a,N/a,N/a
Bilal El Khannouss,"2024-2025 Leicester City Stats
(Premier League)",ma MAR,MF,20,27.0,22.0,1748.0,2.0,2.0,4.0,0.0,0.8,3.1,59.0,110.0,71.0,0.1,0.1,0.04,0.16,28.6,0.31,0.1,22.5,657.0,74.9,11744.0,85.5,80.5,57.1,29.0,37.0,25.0,5.0,110.0,1038.0,13.0,143.0,538.0,369.0,27.0,21.0,60.5,37.2,595.0,3628.0,59.0,9.0,32.0,30.0,695.0,71.0,44.0,24.0,16.0,17.0,3.0,14.0,5.0,55.0,2.84,4.0,0.21,25.0,8.0,0.0,71.0,75.0,18.0,52.9,N/a,N/a,N/a,N/a
Billy Gilmour,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",sct SCO,MF,23,2.0,1.0,98.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,11.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,25.5,58.0,86.6,980.0,94.7,81.8,57.1,0.0,0.0,2.0,0.0,11.0,73.0,2.0,14.0,46.0,13.0,0.0,4.0,50.0,50.0,44.0,210.0,2.0,0.0,0.0,0.0,58.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,2.76,0.0,0.0,2.0,3.0,0.0,1.0,5.0,0.0,N/a,N/a,N/a,N/a,N/a
Bobby Reid,"2024-2025 Leicester City Stats
(Premier League)",jm JAM,"FW,MF",32,21.0,7.0,640.0,1.0,2.0,2.0,0.0,0.8,1.2,12.0,14.0,41.0,0.14,0.28,0.11,0.17,50.0,0.42,0.17,26.4,134.0,70.2,1736.0,81.2,76.6,28.6,6.0,4.0,5.0,0.0,14.0,252.0,13.0,44.0,106.0,102.0,14.0,14.0,0.0,75.0,157.0,710.0,12.0,4.0,11.0,9.0,176.0,41.0,9.0,4.0,13.0,6.0,1.0,5.0,0.0,12.0,1.68,3.0,0.42,8.0,9.0,3.0,15.0,24.0,5.0,27.8,N/a,N/a,N/a,N/a
Boubacar Kamara,"2024-2025 Aston Villa Stats
(Premier League)",fr FRA,MF,25,20.0,14.0,1202.0,0.0,0.0,2.0,0.0,0.4,0.5,16.0,65.0,5.0,0.0,0.0,0.03,0.04,16.7,0.07,0.0,19.7,614.0,89.1,9590.0,93.7,91.2,52.4,8.0,10.0,7.0,0.0,65.0,833.0,82.0,259.0,480.0,99.0,8.0,48.0,36.4,31.8,432.0,2138.0,16.0,1.0,7.0,9.0,556.0,5.0,44.0,18.0,16.0,15.0,5.0,10.0,14.0,19.0,1.42,2.0,0.15,19.0,24.0,0.0,1.0,61.0,14.0,46.7,N/a,N/a,N/a,N/a
Boubakary Soumaré,"2024-2025 Leicester City Stats
(Premier League)",fr FRA,MF,26,25.0,21.0,1818.0,0.0,0.0,8.0,0.0,0.3,0.4,30.0,93.0,21.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,23.4,929.0,86.9,14175.0,92.3,87.4,72.0,11.0,16.0,13.0,2.0,93.0,1240.0,54.0,320.0,786.0,147.0,16.0,30.0,61.9,28.6,734.0,3444.0,30.0,3.0,20.0,21.0,867.0,21.0,32.0,17.0,8.0,15.0,6.0,9.0,24.0,34.0,1.68,3.0,0.15,20.0,18.0,0.0,8.0,126.0,16.0,66.7,N/a,N/a,N/a,N/a
Brajan Gruda,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",de GER,"FW,MF",20,16.0,6.0,498.0,0.0,1.0,0.0,0.0,0.4,0.7,15.0,17.0,46.0,0.0,0.18,0.07,0.13,50.0,0.36,0.0,16.8,135.0,73.4,1805.0,82.9,71.1,38.1,12.0,16.0,10.0,1.0,17.0,252.0,4.0,32.0,88.0,134.0,30.0,14.0,38.1,42.9,148.0,1011.0,15.0,9.0,8.0,20.0,167.0,46.0,13.0,5.0,4.0,8.0,0.0,8.0,2.0,24.0,4.33,2.0,0.36,6.0,9.0,1.0,17.0,18.0,3.0,42.9,N/a,N/a,N/a,N/a
Brennan Johnson,"2024-2025 Tottenham Hotspur Stats
(Premier League)",wls WAL,FW,23,29.0,22.0,1969.0,11.0,3.0,5.0,0.0,9.8,2.3,56.0,66.0,186.0,0.5,0.14,0.45,0.1,37.7,0.91,0.21,11.4,428.0,71.7,5637.0,81.1,75.1,39.3,19.0,20.0,33.0,6.0,66.0,797.0,16.0,88.0,271.0,450.0,118.0,31.0,46.3,46.3,510.0,2738.0,56.0,32.0,23.0,16.0,587.0,186.0,39.0,26.0,20.0,22.0,3.0,19.0,4.0,45.0,2.06,7.0,0.32,25.0,22.0,9.0,50.0,58.0,7.0,25.9,N/a,N/a,N/a,N/a
Bruno Fernandes,"2024-2025 Manchester United Stats
(Premier League)",pt POR,MF,30,31.0,31.0,2636.0,8.0,9.0,4.0,2.0,8.8,6.8,60.0,254.0,113.0,0.27,0.31,0.3,0.23,30.3,0.79,0.07,21.7,1421.0,74.9,25059.0,86.3,80.1,52.7,77.0,56.0,60.0,9.0,254.0,2245.0,58.0,379.0,1063.0,825.0,69.0,74.0,41.3,49.2,1300.0,6086.0,60.0,10.0,35.0,37.0,1566.0,113.0,73.0,44.0,26.0,30.0,4.0,26.0,24.0,156.0,5.33,12.0,0.41,26.0,37.0,2.0,162.0,182.0,20.0,43.5,N/a,N/a,N/a,N/a
Bruno Guimarães,"2024-2025 Newcastle United Stats
(Premier League)",br BRA,MF,27,31.0,31.0,2661.0,4.0,6.0,4.0,0.0,3.4,5.4,45.0,217.0,72.0,0.14,0.2,0.12,0.18,26.5,0.3,0.12,16.5,1186.0,81.8,19496.0,90.2,87.1,58.2,41.0,35.0,56.0,5.0,217.0,1792.0,66.0,379.0,935.0,496.0,54.0,60.0,43.8,31.3,1165.0,6379.0,45.0,8.0,48.0,71.0,1339.0,72.0,68.0,40.0,13.0,31.0,9.0,22.0,25.0,99.0,3.35,16.0,0.54,47.0,94.0,2.0,20.0,150.0,16.0,55.2,N/a,N/a,N/a,N/a
Bryan Mbeumo,"2024-2025 Brentford Stats
(Premier League)",cm CMR,FW,25,32.0,32.0,2874.0,16.0,5.0,2.0,0.0,10.0,7.1,107.0,120.0,292.0,0.5,0.16,0.31,0.22,45.2,0.88,0.18,17.8,730.0,66.9,11615.0,79.1,73.2,36.3,56.0,60.0,53.0,15.0,120.0,1466.0,45.0,209.0,464.0,820.0,129.0,25.0,43.2,43.2,884.0,5628.0,107.0,62.0,86.0,38.0,996.0,292.0,37.0,23.0,65.0,21.0,3.0,18.0,13.0,119.0,3.73,15.0,0.47,22.0,36.0,11.0,163.0,134.0,31.0,32.3,N/a,N/a,N/a,N/a
Bukayo Saka,"2024-2025 Arsenal Stats
(Premier League)",eng ENG,"FW,MF",23,19.0,16.0,1366.0,6.0,10.0,3.0,0.0,5.2,6.0,75.0,56.0,208.0,0.4,0.66,0.34,0.4,36.0,1.19,0.1,16.2,428.0,74.2,6693.0,89.0,72.5,48.8,43.0,22.0,30.0,10.0,56.0,780.0,6.0,43.0,175.0,569.0,127.0,20.0,45.1,40.2,492.0,3390.0,75.0,40.0,26.0,36.0,558.0,208.0,23.0,13.0,18.0,17.0,0.0,17.0,2.0,92.0,6.06,21.0,1.38,13.0,34.0,4.0,106.0,59.0,8.0,30.8,N/a,N/a,N/a,N/a
Caleb Okoli,"2024-2025 Leicester City Stats
(Premier League)",it ITA,DF,23,18.0,12.0,1124.0,1.0,0.0,4.0,0.0,0.6,0.0,3.0,32.0,2.0,0.08,0.0,0.05,0.0,50.0,0.16,0.25,13.5,558.0,86.4,9738.0,91.3,91.0,55.4,0.0,6.0,1.0,0.0,32.0,804.0,152.0,450.0,324.0,35.0,10.0,18.0,N/a,N/a,467.0,2304.0,3.0,0.0,10.0,2.0,483.0,2.0,25.0,14.0,21.0,24.0,14.0,10.0,15.0,4.0,0.32,0.0,0.0,16.0,9.0,0.0,1.0,44.0,23.0,52.3,N/a,N/a,N/a,N/a
Callum Hudson-Odoi,"2024-2025 Nottingham Forest Stats
(Premier League)",eng ENG,FW,24,27.0,24.0,2074.0,5.0,2.0,2.0,0.0,2.5,2.7,123.0,66.0,186.0,0.22,0.09,0.11,0.12,45.9,0.74,0.14,18.3,654.0,82.2,9550.0,92.4,81.6,50.0,44.0,59.0,30.0,10.0,66.0,976.0,14.0,104.0,310.0,585.0,72.0,14.0,55.9,30.5,609.0,5107.0,123.0,45.0,44.0,23.0,745.0,186.0,18.0,13.0,10.0,10.0,0.0,10.0,13.0,94.0,4.08,11.0,0.48,11.0,19.0,8.0,74.0,88.0,3.0,23.1,N/a,N/a,N/a,N/a
Callum Wilson,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,FW,33,11.0,1.0,220.0,0.0,0.0,1.0,0.0,0.3,0.1,4.0,3.0,7.0,0.0,0.0,0.14,0.03,0.0,0.0,0.0,15.0,23.0,69.7,305.0,80.0,75.0,N/a,1.0,4.0,0.0,0.0,3.0,58.0,1.0,5.0,33.0,23.0,12.0,2.0,20.0,40.0,30.0,182.0,4.0,4.0,6.0,7.0,33.0,7.0,2.0,2.0,10.0,2.0,0.0,2.0,1.0,6.0,2.45,0.0,0.0,2.0,1.0,1.0,0.0,10.0,1.0,9.1,N/a,N/a,N/a,N/a
Calvin Bassey,"2024-2025 Fulham Stats
(Premier League)",ng NGA,DF,25,29.0,28.0,2534.0,1.0,0.0,5.0,0.0,1.0,0.1,23.0,89.0,12.0,0.04,0.0,0.04,0.0,30.8,0.14,0.08,15.0,1586.0,89.6,27959.0,94.6,94.3,61.3,2.0,14.0,1.0,0.0,89.0,2023.0,270.0,990.0,948.0,105.0,16.0,26.0,44.4,33.3,1295.0,6355.0,23.0,4.0,27.0,7.0,1396.0,12.0,47.0,29.0,29.0,36.0,17.0,19.0,16.0,18.0,0.64,2.0,0.07,19.0,29.0,2.0,5.0,140.0,34.0,54.0,N/a,N/a,N/a,N/a
Cameron Archer,"2024-2025 Southampton Stats
(Premier League)",eng ENG,FW,23,29.0,13.0,1314.0,2.0,0.0,0.0,0.0,5.1,0.4,18.0,14.0,62.0,0.14,0.0,0.35,0.03,33.3,0.62,0.07,13.1,179.0,81.4,2347.0,86.4,90.7,55.6,3.0,8.0,7.0,0.0,14.0,344.0,15.0,55.0,155.0,137.0,47.0,9.0,44.8,51.7,198.0,1008.0,18.0,13.0,32.0,24.0,239.0,62.0,11.0,7.0,27.0,5.0,1.0,4.0,2.0,17.0,1.17,0.0,0.0,15.0,12.0,7.0,3.0,32.0,8.0,22.9,N/a,N/a,N/a,N/a
Cameron Burgess,"2024-2025 Ipswich Town Stats
(Premier League)",au AUS,DF,29,14.0,13.0,1215.0,0.0,1.0,0.0,0.0,0.7,0.5,2.0,36.0,3.0,0.0,0.07,0.05,0.04,11.1,0.07,0.0,9.7,503.0,80.6,9151.0,90.5,86.7,49.5,5.0,4.0,3.0,0.0,36.0,781.0,175.0,459.0,281.0,42.0,21.0,8.0,N/a,N/a,364.0,1701.0,2.0,0.0,2.0,0.0,458.0,3.0,10.0,7.0,19.0,16.0,12.0,4.0,11.0,10.0,0.74,2.0,0.15,3.0,4.0,1.0,0.0,34.0,38.0,66.7,N/a,N/a,N/a,N/a
Caoimhín Kelleher,"2024-2025 Liverpool Stats
(Premier League)",ie IRL,GK,26,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,289.0,75.7,6252.0,100.0,100.0,31.9,0.0,0.0,0.0,0.0,0.0,398.0,286.0,396.0,2.0,0.0,0.0,0.0,100.0,0.0,290.0,1131.0,0.0,0.0,1.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1.0,0.1,0.0,3.0,0.0,0.0,18.0,1.0,100.0,1.2,67.6,40.0,100.0
Carlos Alcaraz,"2024-2025 Everton Stats
(Premier League)",ar ARG,"MF,FW",22,9.0,4.0,434.0,1.0,1.0,3.0,0.0,1.3,1.1,10.0,24.0,8.0,0.21,0.21,0.27,0.23,33.3,1.24,0.06,20.4,131.0,76.6,2262.0,84.1,87.7,55.0,9.0,13.0,13.0,1.0,24.0,234.0,10.0,42.0,96.0,102.0,13.0,8.0,63.6,27.3,125.0,766.0,10.0,1.0,9.0,8.0,147.0,8.0,11.0,5.0,5.0,4.0,1.0,3.0,3.0,22.0,4.56,2.0,0.41,9.0,6.0,1.0,8.0,20.0,9.0,64.3,N/a,N/a,N/a,N/a
Carlos Baleba,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",cm CMR,MF,21,28.0,25.0,2147.0,2.0,1.0,8.0,1.0,3.0,1.3,37.0,108.0,26.0,0.08,0.04,0.12,0.05,25.6,0.42,0.05,24.9,924.0,87.2,15641.0,92.6,91.0,64.0,20.0,37.0,22.0,2.0,108.0,1382.0,65.0,320.0,824.0,276.0,10.0,66.0,61.2,32.7,773.0,4545.0,37.0,2.0,33.0,32.0,834.0,26.0,65.0,35.0,21.0,39.0,8.0,31.0,39.0,60.0,2.52,4.0,0.17,36.0,42.0,0.0,7.0,159.0,37.0,63.8,N/a,N/a,N/a,N/a
Carlos Forbs,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",pt POR,"MF,FW",21,9.0,1.0,237.0,0.0,0.0,2.0,0.0,0.1,0.0,9.0,8.0,28.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,19.1,56.0,64.4,739.0,75.0,72.0,20.0,1.0,3.0,3.0,1.0,8.0,117.0,3.0,20.0,38.0,60.0,13.0,5.0,58.3,41.7,72.0,435.0,9.0,8.0,7.0,4.0,82.0,28.0,8.0,5.0,3.0,3.0,0.0,3.0,1.0,5.0,1.91,1.0,0.38,2.0,1.0,0.0,9.0,11.0,1.0,25.0,N/a,N/a,N/a,N/a
Carlos Soler,"2024-2025 West Ham United Stats
(Premier League)",es ESP,"MF,FW",28,27.0,13.0,1257.0,1.0,1.0,5.0,0.0,1.7,1.2,15.0,51.0,28.0,0.07,0.07,0.12,0.09,30.4,0.5,0.04,18.6,479.0,84.5,7540.0,94.4,84.7,52.9,14.0,16.0,11.0,0.0,51.0,675.0,23.0,164.0,342.0,174.0,22.0,20.0,44.4,50.0,314.0,1571.0,15.0,4.0,10.0,14.0,456.0,28.0,12.0,10.0,11.0,17.0,4.0,13.0,8.0,45.0,3.22,2.0,0.14,24.0,16.0,0.0,29.0,60.0,9.0,45.0,N/a,N/a,N/a,N/a
Casemiro,"2024-2025 Manchester United Stats
(Premier League)",br BRA,MF,33,21.0,15.0,1271.0,1.0,0.0,3.0,0.0,1.5,2.2,4.0,65.0,26.0,0.07,0.0,0.1,0.16,29.6,0.57,0.04,19.3,637.0,78.7,10614.0,86.3,83.9,60.9,19.0,10.0,19.0,6.0,65.0,1039.0,67.0,309.0,523.0,215.0,37.0,64.0,50.0,50.0,546.0,1680.0,4.0,0.0,10.0,10.0,663.0,26.0,74.0,43.0,17.0,33.0,10.0,23.0,12.0,48.0,3.4,3.0,0.21,15.0,18.0,3.0,19.0,82.0,28.0,62.2,N/a,N/a,N/a,N/a
